,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,21.71,21.71,21.71,21.71,21.71,21.71,21.71,21.71,21.71,21.71,21.71,21.71,21.71
Reserves,4.44,4.48,4.66,5.03,5.35,5.9,-6.26,-6.11,-6.14,-6.41,-6.17,-5.45,-4.3
Borrowings,37.22,38.27,38.2,39.49,40.57,42.68,43.17,43.47,43.78,44.18,44.56,44.36,44.34
Other Liabilities,6.66,5.04,5.25,5.74,5.57,6.33,7.73,4.57,4.0,3.8,3.91,4.65,5.73
Total Liabilities,70.03,69.5,69.82,71.97,73.2,76.62,66.35,63.64,63.35,63.28,64.01,65.27,67.48
Fixed Assets,1.64,1.37,1.18,0.85,0.71,0.77,0.6900000000000001,0.62,0.58,0.55,0.49,0.48,0.5
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.27,0.27,0.27,0.27,0.27,0.27,0.09,0.1,0.06,1.6,1.6,1.6,1.6
Other Assets,68.12,67.86,68.37,70.85,72.22,75.58,65.57,62.92,62.71,61.13,61.92,63.19,65.38
Total Assets,70.03,69.5,69.82,71.97,73.2,76.62,66.35,63.64,63.35,63.28,64.01,65.27,67.48
