,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.05,0.03,0.04,0.11,0.06,0.08,0.16,0.11,0.11,0.05,0.08,0.16,0.25
Expenses,0.04,0.02,0.03,0.10,0.04,0.06,0.14,0.08,0.16,0.15,0.26,0.28,0.36
Operating Profit,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,-0.05,-0.10,-0.18,-0.12,-0.11
OPM %,20.00,33.33,25.00,9.09,33.33,25.0,12.5,27.27,-45.45,-200.00,-225.0,-75.0,-44.00
Other Income,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.12,-7.61,0.17,0.16
Interest,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.03,0.03
Depreciation,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.00
Profit before tax,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.03,0.01,0.00,-7.79,0.02,0.02
Tax %,,,,,0.0,0.0,0.0,0.0,1400.0,,-0.13,-150.0,
Net Profit,0.00,0.00,0.00,0.01,0.01,0.02,0.02,0.02,-0.13,0.00,-7.8,0.04,0.05
EPS in Rs,0.00,0.00,0.00,0.03,0.03,0.07,0.07,0.07,-0.43,0.00,-26.0,0.13,0.17
