,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,181.61,236.35,274.64,180.26,204.87,180.99,311.14,219.14,222.65,263.39,312.52,288.82,268.78
Expenses,167.31,217.22,256.97,166.25,190.05,165.66,293.58,203.75,208.13,244.24,292.1,270.59,248.98
Operating Profit,14.3,19.13,17.67,14.01,14.82,15.33,17.56,15.39,14.52,19.15,20.42,18.23,19.8
OPM %,7.87,8.09,6.43,7.77,7.23,8.47,5.64,7.02,6.52,7.27,6.53,6.31,7.37
Other Income,0.66,0.28,2.16,0.34,0.44,0.39,0.24,0.31,0.75,0.58,1.16,0.48,1.0
Interest,11.74,13.06,10.71,10.64,10.58,10.06,11.53,11.36,10.36,10.35,12.0,12.04,13.59
Depreciation,1.97,1.97,2.07,2.19,2.16,2.13,2.14,2.18,2.26,2.32,2.32,2.41,2.44
Profit before tax,1.25,4.38,7.05,1.52,2.52,3.53,4.13,2.16,2.65,7.06,7.26,4.26,4.77
Tax %,-6.4,-60.27,15.6,31.58,29.37,26.91,30.99,32.41,29.06,26.63,37.88,25.12,28.3
Net Profit,1.34,7.02,5.95,1.04,1.78,2.58,2.85,1.47,1.88,5.18,4.52,3.2,3.41
EPS in Rs,0.46,2.38,2.02,0.35,0.6,0.88,0.97,0.5,0.64,1.76,1.54,1.09,1.16
