,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,31.44,31.44,31.44,31.44,31.44,31.44,31.44,31.45,31.45,31.45,31.45,31.45
Public,68.56,68.56,68.56,68.56,68.56,68.56,68.56,68.56,68.56,68.55,68.56,68.56
No. of Shareholders,1986.0,1989.0,2001.0,2019.0,2032.0,2022.0,2026.0,2016.0,2008.0,2004.0,2005.0,2411.0
