,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Public,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95
No. of Shareholders,1588.0,1590.0,1591.0,1595.0,1589.0,1589.0,1588.0,1589.0,1586.0
