,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.82,1.92,3.09,1.77,3.02,4.3,4.07,3.17,5.18,3.8,4.21,3.47,2.82
Expenses,1.94,2.35,3.41,1.75,3.01,3.92,4.06,3.07,4.99,3.6,4.1,3.4,2.95
Operating Profit,-0.12,-0.43,-0.32,0.02,0.01,0.38,0.01,0.1,0.19,0.2,0.11,0.07,-0.13
OPM %,-6.59,-22.4,-10.36,1.13,0.33,8.84,0.25,3.15,3.67,5.26,2.61,2.02,-4.61
Other Income,0.01,0.0,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.01,0.1,0.0,0.0
Interest,0.12,0.12,0.11,0.11,0.12,0.11,0.14,0.11,0.12,0.13,0.14,0.14,0.12
Depreciation,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Profit before tax,-0.29,-0.6,-0.47,-0.14,-0.16,0.22,-0.05,-0.06,0.02,0.03,0.02,-0.12,-0.3
Tax %,0.0,0.0,104.26,0.0,0.0,0.0,80.0,0.0,0.0,0.0,100.0,25.0,33.33
Net Profit,-0.28,-0.6,0.02,-0.14,-0.16,0.22,-0.01,-0.06,0.01,0.03,0.0,-0.09,-0.21
EPS in Rs,-0.79,-1.7,0.06,-0.4,-0.45,0.62,-0.03,-0.17,0.03,0.09,0.0,-0.26,-0.6
