,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,52.15,52.19,52.19,52.19,52.19,52.19,52.19,52.19
Public,47.85,47.81,47.81,47.81,47.81,47.81,47.82,47.81
No. of Shareholders,1153.0,1149.0,1101.0,1115.0,1127.0,1232.0,1351.0,1304.0
