,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,36.72,20.28,13.26,27.56,25.77,24.09,34.36,28.95,37.24,41.53,35.39,35.58,33.50
Expenses,33.94,16.55,15.66,25.19,26.28,21.67,34.23,31.36,34.08,39.12,37.02,34.84,35.10
Operating Profit,2.78,3.73,-2.4,2.37,-0.51,2.42,0.13,-2.41,3.16,2.41,-1.63,0.74,-1.60
OPM %,7.57,18.39,-18.1,8.6,-1.98,10.05,0.38,-8.32,8.49,5.8,-4.61,2.08,-4.78
Other Income,0.38,0.0,-0.19,0.2,0.27,0.32,0.09,0.09,0.45,0.81,3.36,2.84,0.33
Interest,1.54,1.11,0.63,0.82,1.06,1.16,1.48,2.16,2.42,1.87,2.76,2.16,2.15
Depreciation,1.5,1.3,1.23,1.54,1.17,1.07,0.93,0.85,0.8,0.8,0.73,0.5,0.39
Profit before tax,0.12,1.32,-4.45,0.21,-2.47,0.51,-2.19,-5.33,0.39,0.55,-1.76,0.92,-3.81
Tax %,908.33,32.58,48.76,-19.05,21.05,125.49,30.59,11.07,-15.38,-3.64,3.98,98.91,
Net Profit,-0.97,0.9,-2.27,0.25,-1.95,-0.12,-1.52,-4.74,0.45,0.57,-1.68,0.01,-2.85
EPS in Rs,-0.7,0.65,-1.64,0.18,-1.41,-0.09,-1.1,-3.42,0.32,0.41,-1.21,0.01,-2.05
