,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.15,3.35,5.45,3.25,4.95,7.23,6.49,3.53,7.15,4.45,5.96,6.32,6.95
Expenses,1.87,3.15,5.18,4.96,4.68,6.84,6.17,3.3,6.78,4.23,5.66,5.93,6.46
Operating Profit,0.28,0.2,0.27,-1.71,0.27,0.39,0.32,0.23,0.37,0.22,0.3,0.39,0.49
OPM %,13.02,5.97,4.95,-52.62,5.45,5.39,4.93,6.52,5.17,4.94,5.03,6.17,7.05
Other Income,0.04,0.01,0.1,3.79,0.03,0.03,0.05,0.01,0.01,0.06,0.07,0.03,0.72
Interest,0.03,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.05,0.02
Depreciation,0.08,0.09,0.09,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04
Profit before tax,0.21,0.11,0.25,2.03,0.26,0.38,0.33,0.21,0.34,0.22,0.32,0.33,1.15
Tax %,14.29,18.18,36.0,14.78,-3.85,13.16,33.33,23.81,20.59,31.82,31.25,24.24,9.57
Net Profit,0.17,0.09,0.17,1.73,0.26,0.32,0.22,0.15,0.27,0.16,0.22,0.25,1.04
EPS in Rs,0.02,0.01,0.02,0.22,0.03,0.04,0.03,0.02,0.03,0.02,0.03,0.03,0.13
