,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.78,1.78,12.3,16.74,16.74,16.74,16.74,16.74,20.08,20.08,21.6,24.92,25.59
Reserves,12.55,12.63,2.27,2.19,2.39,2.29,2.05,2.28,7.04,4.07,12.91,51.18,59.32
Borrowings,0.0,0.0,0.0,0.1,0.06,0.03,0.0,0.59,17.13,46.38,99.43,240.62,292.32
Other Liabilities,0.04,0.13,0.11,0.05,0.15,0.09,0.07,0.15,0.91,2.51,5.98,15.27,23.59
Total Liabilities,14.37,14.54,14.68,19.08,19.34,19.15,18.86,19.76,45.16,73.04,139.92,331.99,400.82
Fixed Assets,0.01,0.0,0.01,0.19,0.17,0.16,0.13,1.05,2.06,2.49,2.75,6.66,9.83
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.01,1.54,2.33,3.18,4.65
Investments,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2.0,36.38
Other Assets,14.36,14.54,14.67,18.89,19.17,18.79,18.73,18.53,42.09,69.01,134.84,320.15,349.96
Total Assets,14.37,14.54,14.68,19.08,19.34,19.15,18.86,19.76,45.16,73.04,139.92,331.99,400.82
