,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,4,4,4,4,4,4
Reserves,5,6,8,8,8,9,5,8,10,16,35,43,44
Borrowings,3,8,6,5,1,9,15,10,7,3,8,30,34
Other Liabilities,16,19,10,7,10,8,5,5,9,14,27,19,40
Total Liabilities,27,37,27,23,22,30,28,27,29,36,74,95,121
Fixed Assets,1,0,1,1,1,0,1,0,0,0,2,2,3
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,1,1,1,1,1,0,0,0,0,0
Other Assets,26,37,26,22,21,29,27,26,29,36,72,93,118
Total Assets,27,37,27,23,22,30,28,27,29,36,74,95,121
