,2016-03-01,2017-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-237,-450,,,-51,175,-108
Cash from Investing Activity,-24,182,,,12,-23,152
Cash from Financing Activity,263,314,,,36,-159,-23
Net Cash Flow,2,46,,,-3,-7,21
