,2008-03-01,2009-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,11.94,11.94,11.94,11.94
Reserves,65.97,70.04,19.86,22.19,23.91,31.14,35.07,43.2,46.08,58.95,70.63,76.89,85.36
Borrowings,43.66,68.39,4.6,29.89,29.49,24.27,17.34,11.89,7.0,4.48,5.79,6.6,6.33
Other Liabilities,69.74,126.1,19.28,18.78,15.77,16.16,18.15,17.2,20.28,27.69,16.34,17.96,17.45
Total Liabilities,190.12,275.28,54.49,81.61,79.92,82.32,81.31,83.04,84.11,103.06,104.7,113.39,121.08
Fixed Assets,25.61,30.66,21.98,29.83,34.5,35.48,33.88,31.08,29.75,28.07,28.92,28.69,28.03
CWIP,7.53,5.27,8.63,6.35,2.98,1.15,1.15,1.21,1.64,4.5,2.25,5.89,7.13
Investments,0.7000000000000001,0.27,0.6000000000000001,0.6000000000000001,0.6000000000000001,4.53,4.49,3.75,2.38,2.14,4.33,4.73,7.28
Other Assets,156.28,239.08,23.28,44.83,41.84,41.16,41.79,47.0,50.34,68.35,69.2,74.08,78.64
Total Assets,190.12,275.28,54.49,81.61,79.92,82.32,81.31,83.04,84.11,103.06,104.7,113.39,121.08
