,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,10,16,16,16,16,16,16,16,16,16
Reserves,51,62,73,90,105,119,165,184,185,216,241,278,290
Borrowings,3,3,5,8,13,15,0,0,0,3,4,6,6
Other Liabilities,14,23,28,31,27,55,54,50,55,54,63,75,78
Total Liabilities,77,96,115,139,160,205,235,251,256,290,324,374,390
Fixed Assets,17,19,21,21,41,83,83,86,94,105,110,120,123
CWIP,1,2,6,17,6,1,4,1,6,8,3,8,8
Investments,10,15,13,10,8,12,16,33,14,26,47,53,63
Other Assets,48,60,74,90,106,109,132,130,142,151,163,193,196
Total Assets,77,96,115,139,160,205,235,251,256,290,324,374,390
