,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,55.9,53.49,53.47,51.78,51.78,51.78,51.78,52.68
FIIs,9.91,9.57,1.49,2.05,7.56,6.82,5.32,4.68
DIIs,1.07,6.08,18.28,18.63,13.32,12.58,9.82,4.11
Government,0.0,0.0,0.0,0.03,0.75,0.84,0.0,0.0
Public,33.12,30.86,26.76,27.52,26.6,27.99,33.08,38.52
No. of Shareholders,12211.0,12056.0,11805.0,11256.0,11636.0,17019.0,16529.0,28441.0
