,2022-09-01,2023-03-01,2023-09-01
Sales,95.8,69.49,9.38
Expenses,100.13,65.33,9.45
Operating Profit,-4.33,4.16,-0.07
OPM %,-4.52,5.99,-0.75
Other Income,2.79,-1.12,0.39
Interest,0.01,0.04,0.07
Depreciation,0.01,0.16,0.11
Profit before tax,-1.56,2.84,0.14
Tax %,0.0,13.38,14.29
Net Profit,-1.55,2.46,0.11
EPS in Rs,-4.27,5.82,0.26
