,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,29.56,5.58,7.11
Inventory Days,,16.04,6.27,0.00
Days Payable,,12.79,4.91,
Cash Conversion Cycle,,32.81,6.94,7.11
Working Capital Days,,-8.73,1.35,5.92
ROCE %,,,101.74,12.75
