,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,14.59,23.05,17.0,14.93,15.14,30.95,70.71,46.31,33.57,41.99,41.3,40.43,61.1
Expenses,15.2,15.91,21.15,13.5,18.8,28.78,51.51,40.76,35.74,37.68,44.18,38.41,49.65
Operating Profit,-0.61,7.14,-4.15,1.43,-3.66,2.17,19.2,5.55,-2.17,4.31,-2.88,2.02,11.45
OPM %,-4.18,30.98,-24.41,9.58,-24.17,7.01,27.15,11.98,-6.46,10.26,-6.97,5.0,18.74
Other Income,3.44,3.62,4.84,3.44,3.49,4.21,8.66,1.4,1.99,2.22,5.22,2.44,1.85
Interest,3.01,4.14,3.39,2.85,2.71,3.06,3.79,3.14,3.49,4.02,3.28,3.57,3.64
Depreciation,4.87,4.75,4.71,4.38,4.42,4.48,4.45,4.05,4.64,5.28,5.46,4.92,5.08
Profit before tax,-5.05,1.87,-7.41,-2.36,-7.3,-1.16,19.62,-0.24,-8.31,-2.77,-6.4,-4.03,4.58
Tax %,1.19,25.13,0.54,-11.02,-0.68,-36.21,24.92,-166.67,0.24,-5.78,-8.91,5.21,9.61
Net Profit,-5.12,1.37,-7.55,-2.74,-7.33,-1.55,14.44,-0.65,-8.3,-2.94,-6.86,-3.8,4.32
EPS in Rs,-2.27,0.61,-3.34,-1.21,-3.25,-0.69,6.39,-0.29,-3.67,-1.3,-3.04,-1.68,1.91
