,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,62.44,72.71,81.32,82.42,88.99,86.85,103.51,100.49,92.57,92.14,79.68,90.02,89.4
Expenses,59.2,64.8,70.01,73.61,78.72,75.96,92.03,91.32,83.22,85.24,70.85,81.03,82.46
Operating Profit,3.24,7.91,11.31,8.81,10.27,10.89,11.48,9.17,9.35,6.9,8.83,8.99,6.94
OPM %,5.19,10.88,13.91,10.69,11.54,12.54,11.09,9.13,10.1,7.49,11.08,9.99,7.76
Other Income,1.2,0.96,0.71,0.51,0.92,1.33,3.83,0.59,0.98,3.12,1.46,1.08,0.81
Interest,2.35,2.54,2.72,2.7,2.63,3.62,3.21,3.1,3.04,2.9,4.89,4.75,4.81
Depreciation,1.87,1.9,2.0,1.89,2.28,2.22,2.13,2.34,2.35,2.44,2.63,2.52,2.52
Profit before tax,0.22,4.43,7.3,4.73,6.28,6.38,9.97,4.32,4.94,4.68,2.77,2.8,0.42
Tax %,72.73,42.89,20.96,35.31,29.94,32.6,36.01,25.69,33.0,33.12,0.0,21.07,-9.52
Net Profit,0.06,2.53,5.78,3.06,4.4,4.31,6.37,3.21,3.32,3.13,2.77,2.23,0.46
EPS in Rs,0.08,3.35,7.66,4.06,5.83,5.71,8.44,4.26,4.4,4.15,3.67,2.96,0.61
