,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,23.13,23.13,23.13,19.22,11.15,11.15,11.15,11.15,11.15,11.15,11.15,11.15
FIIs,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53,5.53
DIIs,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Public,71.32,71.32,71.32,75.23,83.3,83.3,83.3,83.3,83.3,83.31,83.31,83.31
No. of Shareholders,8806.0,8806.0,19279.0,28565.0,53959.0,83381.0,84517.0,81671.0,83553.0,80115.0,80115.0,79553.0
