,2022-09-01,2023-03-01,2023-09-01
Sales,2.32,3.2,6.14
Expenses,1.7,3.12,5.22
Operating Profit,0.62,0.08,0.92
OPM %,26.72,2.5,14.98
Other Income,0.02,0.05,0.05
Interest,0.03,0.09,0.07
Depreciation,0.34,0.34,0.22
Profit before tax,0.27,-0.3,0.68
Tax %,37.04,43.33,22.06
Net Profit,0.16,-0.18,0.53
EPS in Rs,0.83,-0.93,2.75
