,2023-03-01,2023-09-01
Equity Capital,2.55,2.55
Reserves,5.68,6.19
Borrowings,2.41,1.65
Other Liabilities,0.56,3.93
Total Liabilities,11.2,14.32
Fixed Assets,2.16,1.94
CWIP,0.0,0.0
Investments,0.0,0.0
Other Assets,9.04,12.38
Total Assets,11.2,14.32
