,2011-03-01,2012-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.58,1.58,1.58,1.58,1.58,1.58,2.37,3.25,3.25,3.25,10.09,10.09,10.09
Reserves,0.75,0.79,0.92,0.96,1.02,1.11,4.41,8.89,10.02,14.44,10.6,14.75,16.79
Borrowings,1.4,1.8,1.65,3.68,3.9,3.92,3.33,3.42,2.6,4.15,7.68,11.58,16.09
Other Liabilities,0.5700000000000001,0.29,0.65,0.55,1.54,3.54,5.6,4.5,3.79,3.05,8.94,4.57,9.83
Total Liabilities,4.3,4.46,4.8,6.77,8.04,10.15,15.71,20.06,19.66,24.89,37.31,40.99,52.8
Fixed Assets,1.95,1.7000000000000002,1.76,3.05,3.56,3.92,7.61,8.35,8.15,10.45,12.15,14.62,16.86
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.01
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.37,0.78,0.36,1.05,0.93
Other Assets,2.35,2.76,3.04,3.72,4.48,6.23,8.1,11.57,11.14,13.66,24.8,24.88,35.0
Total Assets,4.3,4.46,4.8,6.77,8.04,10.15,15.71,20.06,19.66,24.89,37.31,40.99,52.8
