,2022-06-01,2022-09-01,2023-06-01,2023-09-01
Sales,312,300,382.0,382.0
Expenses,241,247,297.0,292.0
Operating Profit,72,53,85.0,90.0
OPM %,23,18,22.0,24.0
Other Income,3,0,7.0,3.0
Interest,0,0,8.0,9.0
Depreciation,10,11,15.0,17.0
Profit before tax,64,43,68.0,67.0
Tax %,14,13,19.0,30.0
Net Profit,55,37,55.0,47.0
EPS in Rs,,,4.1,3.48
