,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,25.95,25.95,19.71,0.22,0.22,0.22,0.22,0.22
DIIs,0.62,0.23,0.0,0.0,0.0,0.0,0.0,0.0
Public,73.44,73.82,80.29,99.78,99.78,99.78,99.78,99.79
No. of Shareholders,331.0,310.0,289.0,285.0,282.0,364.0,360.0,375.0
