,2012-03-01,2013-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,6.5,7.47,4.8100000000000005,8.34,5.29,10.11,4.52
Cash from Investing Activity,,,,0.07,0.04,1.3,0.01,0.01,-1.69,-0.99
Cash from Financing Activity,,,,-6.68,-7.53,-6.07,-7.95,-5.17,-8.69,-3.89
Net Cash Flow,,,,-0.1,-0.02,0.03,0.41,0.13,-0.28,-0.37
