,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,50,50,50,50,50,50,50,50,50,50,74,74,74.0
Reserves,489,529,549,588,552,605,639,644,620,625,785,1015,1145.0
Preference Capital,0,0,0,0,0,0,7,8,12,13,0,0,
Borrowings,37,26,82,158,283,305,430,442,393,493,557,206,217.0
Other Liabilities,324,248,202,148,139,239,233,210,235,288,300,486,490.0
Total Liabilities,899,853,883,943,1024,1198,1351,1347,1298,1456,1716,1781,1926.0
Fixed Assets,80,73,58,43,37,40,34,83,81,59,60,61,58.0
CWIP,6,3,78,125,130,130,130,132,0,1,2,0,0.0
Investments,2,1,31,120,115,168,97,24,22,63,150,113,299.0
Other Assets,812,776,717,655,742,861,1090,1108,1195,1333,1504,1607,1569.0
Total Assets,899,853,883,943,1024,1198,1351,1347,1298,1456,1716,1781,1926.0
