,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-85,-37,40,-45,-169,94,-169,16,88,78,187,448
Cash from Investing Activity,60,34,-107,50,63,-59,87,119,83,-84,28,-102
Cash from Financing Activity,1,-12,77,6,118,-17,44,-129,-137,20,-91,-458
Net Cash Flow,-23,-16,10,11,12,18,-39,6,34,14,123,-111
