,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,39.56,39.56,39.56,39.56,39.56,39.56,38.77,38.77,38.77,38.77,38.77
FIIs,6.9,5.68,5.23,5.13,4.39,4.47,4.38,4.38,4.38,4.38,4.35
Public,53.54,54.76,55.21,55.31,56.05,55.97,56.86,56.84,56.85,56.85,56.88
No. of Shareholders,37760.0,37740.0,37542.0,48930.0,53962.0,54044.0,54581.0,53300.0,51994.0,51233.0,53471.0
