,2021-03-01,2022-03-01,2023-03-01
Sales,19.38,38.15,48.83
Expenses,18.89,36.83,41.71
Operating Profit,0.49,1.32,7.12
OPM %,2.53,3.46,14.58
Other Income,0.04,0.01,0.02
Interest,0.88,0.45,1.0
Depreciation,0.76,0.48,0.61
Profit before tax,-1.11,0.4,5.53
Tax %,25.23,35.0,26.76
Net Profit,-0.83,0.26,4.05
EPS in Rs,-830.0,260.0,3820.75
