,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.31,0.81,-3.28
Cash from Investing Activity,-0.34,-0.28,-2.12
Cash from Financing Activity,-0.19,-0.74,5.18
Net Cash Flow,0.78,-0.21,-0.22
