,2021-03-01,2022-03-01,2023-03-01
Debtor Days,146.15,101.42,128.87
Inventory Days,1874.83,,
Days Payable,1136.75,,
Cash Conversion Cycle,884.23,101.42,128.87
Working Capital Days,218.47,44.97,102.41
ROCE %,,5.54,38.10
