,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,365.0,50.10,22.48,916.85,0.0,37.76,0.00,89.39,94.19,108.15
Inventory Days,842.31,0.00,38.27,189.26,296.56,,,,,
Days Payable,168.46,,0.0,277.13,0.0,,,,,
Cash Conversion Cycle,1038.85,50.10,60.75,828.97,296.56,37.76,0.00,89.39,94.19,108.15
Working Capital Days,5721.91,1302.55,733.97,3276.31,3633.41,56.64,12.37,37.24,76.53,141.94
ROCE %,,0.25,0.32,-0.73,0.42,0.33,-0.17,0.75,1.05,0.47
