,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,309.68,115.29,135.65,310.03,234.15,232.86
Inventory Days,0.0,33.79,110.54,63.95,51.1,0.00
Days Payable,,33.16,38.77,410.68,82.73,
Cash Conversion Cycle,309.68,115.92,207.42,-36.69,202.52,232.86
Working Capital Days,358.51,138.85,345.93,325.84,1074.74,656.03
ROCE %,,9.81,-6.27,-0.98,0.94,1.68
