,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,35.91,35.91,35.91,35.91,27.11,27.11
Public,64.09,64.09,64.09,64.09,72.88,72.89
No. of Shareholders,7408.0,7356.0,7323.0,7439.0,8639.0,46642.0
