,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-11.57,57.79,-67.29,16.56,-17.99,-8.93
Cash from Investing Activity,-0.77,-16.33,-0.4,-3.78,4.61,1.74
Cash from Financing Activity,12.36,-41.41,72.1,-2.5,-1.28,9.66
Net Cash Flow,0.02,0.05,4.4,10.27,-14.66,2.47
