,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6,6
Reserves,208,254,310,368,439,536,636,731,797,918,1027,1104,1209
Borrowings,0,0,0,0,13,4,0,0,0,5,14,16,6
Other Liabilities,38,34,38,39,44,45,46,49,57,47,48,58,62
Total Liabilities,251,294,354,413,501,590,687,785,861,975,1095,1184,1282
Fixed Assets,127,146,144,143,141,205,201,221,238,253,250,236,251
CWIP,18,0,1,0,0,0,0,0,0,0,0,0,0
Investments,24,88,111,154,252,271,356,435,494,608,701,832,944
Other Assets,82,61,98,115,108,115,130,129,128,114,144,116,86
Total Assets,251,294,354,413,501,590,687,785,861,975,1095,1184,1282
