,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,16.8,16.77,16.8,14.34,16.55,16.52,16.5,16.47
FIIs,48.6,52.06,53.53,53.58,50.91,46.33,42.16,41.48
DIIs,13.8,11.17,9.75,15.5,18.11,21.85,26.54,28.17
Government,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37
Public,20.81,20.0,19.92,16.58,14.43,15.3,14.45,13.5
No. of Shareholders,117797.0,125987.0,151950.0,302853.0,420350.0,443112.0,378303.0,360027.0
