,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,428,428,449,449,449,449.0
Reserves,466,656,903,962,1266,
Borrowings,6019,8232,10693,15768,18020,
Other Liabilities,145,154,293,528,489,
Total Liabilities,7058,9470,12339,17708,20224,
Fixed Assets,86,116,133,159,188,
CWIP,4,4,6,0,0,
Investments,1531,1734,1932,4070,4889,
Other Assets,5438,7616,10268,13478,15147,
Total Assets,7058,9470,12339,17708,20224,
