,2022-03-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Promoters,64.78,64.78,64.78,64.78,64.78
Public,35.22,35.22,35.23,35.23,35.23
No. of Shareholders,253.0,232.0,220.0,213.0,242.0
