,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,67.41,88.71,84.37,73.89,72.16,43.46,69.07,89.8,61.74,51.16,81.15,69.12,82.99
Expenses,60.3,80.01,76.24,67.95,67.84,40.18,67.32,82.77,58.23,48.3,73.52,64.11,74.52
Operating Profit,7.11,8.7,8.13,5.94,4.32,3.28,1.75,7.03,3.51,2.86,7.63,5.01,8.47
OPM %,10.55,9.81,9.64,8.04,5.99,7.55,2.53,7.83,5.69,5.59,9.4,7.25,10.21
Other Income,0.18,0.42,1.1,0.17,0.31,1.69,4.73,1.12,2.4,2.86,1.55,3.7,0.8
Interest,1.43,1.33,1.26,0.88,0.61,0.61,0.71,0.83,0.84,0.8,1.08,0.75,0.82
Depreciation,2.82,2.82,2.71,2.72,2.7,2.6,2.44,2.45,2.45,2.34,2.27,2.28,2.58
Profit before tax,3.04,4.97,5.26,2.51,1.32,1.76,3.33,4.87,2.62,2.58,5.83,5.68,5.87
Tax %,23.68,13.28,50.76,11.16,-9.85,42.61,29.73,29.77,29.77,20.93,8.75,26.41,23.68
Net Profit,2.32,4.31,2.58,2.23,1.44,1.01,2.33,3.42,1.85,2.04,5.32,4.18,4.48
EPS in Rs,0.19,0.36,0.22,0.19,0.12,0.08,0.19,0.29,0.15,0.17,0.44,0.35,0.37
