,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,27,-9,6,38
Cash from Investing Activity,-17,-17,-7,-30
Cash from Financing Activity,-10,28,-1,-8
Net Cash Flow,0,2,-2,-1
