,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,51.87,61.6,65.23,75.3,75.52,73.76,98.01,92.32,72.4,64.86,60.58,79.47,68.26
Expenses,46.16,55.8,55.72,67.37,66.65,67.18,87.5,84.61,68.34,59.84,53.78,72.89,60.84
Operating Profit,5.71,5.8,9.51,7.93,8.87,6.58,10.51,7.71,4.06,5.02,6.8,6.58,7.42
OPM %,11.01,9.42,14.58,10.53,11.75,8.92,10.72,8.35,5.61,7.74,11.22,8.28,10.87
Other Income,0.69,0.44,-0.61,0.29,0.39,1.28,1.23,0.53,0.31,0.65,0.14,0.27,0.56
Interest,1.12,1.07,1.15,1.21,2.14,1.6,1.48,1.27,1.54,1.64,1.69,1.63,2.05
Depreciation,1.59,2.12,2.35,2.22,2.39,2.32,2.52,2.37,2.38,2.31,2.56,2.63,2.71
Profit before tax,3.69,3.05,5.4,4.79,4.73,3.94,7.74,4.6,0.45,1.72,2.69,2.59,3.22
Tax %,8.13,17.7,27.04,5.85,9.73,13.2,21.19,11.52,77.78,11.63,11.52,1.93,27.02
Net Profit,3.39,2.51,3.93,4.51,4.27,3.43,6.1,4.08,0.1,1.52,2.39,2.54,2.35
EPS in Rs,0.95,0.71,1.11,1.27,1.2,0.97,1.64,1.07,0.02,0.38,0.6,0.64,0.59
