,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,35.0,37,40,35
Inventory Days,110.0,190,115,129
Days Payable,21.0,39,30,34
Cash Conversion Cycle,124.0,187,125,130
Working Capital Days,70.0,119,98,88
ROCE %,,13,16,8
