,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,13.35,36.82,48.22,12.74,45.18,76.65,60.62,60.1,58.53,110.61,107.83,66.86,58.78
Expenses,24.79,32.35,41.85,26.01,39.05,50.2,47.68,49.03,51.94,65.7,75.69,56.37,58.31
Operating Profit,-11.44,4.47,6.37,-13.27,6.13,26.45,12.94,11.07,6.59,44.91,32.14,10.49,0.47
OPM %,-85.69,12.14,13.21,-104.16,13.57,34.51,21.35,18.42,11.26,40.6,29.81,15.69,0.8
Other Income,0.86,0.29,-3.42,0.43,0.66,0.68,0.39,1.2,1.35,1.84,2.68,3.37,3.03
Interest,0.23,0.11,0.08,0.08,0.08,0.14,0.03,0.11,0.12,0.08,0.08,0.14,0.46
Depreciation,4.28,4.26,4.19,3.98,3.91,3.99,3.82,4.08,4.25,4.17,4.04,4.04,4.23
Profit before tax,-15.09,0.39,-1.32,-16.9,2.8,23.0,9.48,8.08,3.57,42.5,30.7,9.68,-1.19
Tax %,28.89,64.1,27.27,42.07,102.5,30.43,29.01,29.7,27.17,29.04,14.72,25.21,23.53
Net Profit,-10.74,0.14,-0.95,-9.78,-0.06,16.0,6.73,5.68,2.6,30.17,26.17,7.25,-0.92
EPS in Rs,-3.52,0.05,-0.31,-3.21,-0.02,5.25,2.21,1.86,0.85,9.9,8.59,2.38,-0.3
