,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,20,30,30,30,30,30,30,30,30,30,30,30,30
Reserves,99,168,181,186,212,251,272,293,315,288,302,366,357
Borrowings,229,102,74,63,35,1,2,1,3,2,2,5,4
Other Liabilities,57,49,97,118,50,63,72,86,99,68,78,103,99
Total Liabilities,405,349,382,397,328,345,376,411,447,389,412,504,491
Fixed Assets,254,278,271,263,256,248,243,252,283,279,278,276,283
CWIP,1,2,1,1,1,3,3,4,5,6,5,12,22
Investments,90,1,1,1,1,19,40,45,51,51,74,140,103
Other Assets,60,69,109,132,70,75,90,110,108,54,55,77,83
Total Assets,405,349,382,397,328,345,376,411,447,389,412,504,491
