,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,0.01,0.01,0.01,3.0
Reserves,0.12,0.28,1.06,0.11
Borrowings,2.27,2.31,3.24,2.14
Other Liabilities,3.85,6.88,8.71,11.47
Total Liabilities,6.25,9.48,13.02,16.72
Fixed Assets,0.03,0.15,0.47,0.35
CWIP,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.02
Other Assets,6.22,9.33,12.55,16.35
Total Assets,6.25,9.48,13.02,16.72
