,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,184.22,171.06,138.73,164.89
Inventory Days,23.71,48.88,48.05,96.71
Days Payable,174.84,206.14,165.68,211.59
Cash Conversion Cycle,33.08,13.8,21.1,50.01
Working Capital Days,69.64,48.08,49.56,66.81
ROCE %,,9.6,30.39,58.58
