,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Promoters,73.0,73.0,73.0,73.0,73.0
Public,27.0,27.0,27.0,27.0,27.01
No. of Shareholders,118.0,109.0,109.0,97.0,105.0
