,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1715,1717,1718,1720,1753,1756,1996,1999,2005,2469,2474,2480,2483.0
Reserves,3038,3753,4107,4656,5324,6020,9411,11450,12688,16304,17474,19049,19702.0
Preference Capital,0,750,1000,1363,1213,1213,0,0,0,0,0,0,
Borrowings,21077,28247,35854,42091,51616,59811,75248,91507,93934,88592,85237,83105,76622.0
Other Liabilities,1103,2852,3182,4275,5107,4924,1117,1094,902,1582,1696,1706,2189.0
Total Liabilities,26933,36570,44861,52742,63799,72511,87772,106050,109529,108947,106880,106339,100997.0
Fixed Assets,520,1131,1228,1184,1313,1230,1151,1127,1100,1138,509,553,539.0
CWIP,33,89,140,174,22,28,19,39,62,24,22,5,0.0
Investments,770,1843,2730,2649,3563,6012,5301,8641,5979,8872,11917,14366,12878.0
Other Assets,25610,33507,40763,48736,58901,65242,81301,96243,102387,98912,94433,91415,87579.0
Total Assets,26933,36570,44861,52742,63799,72511,87772,106050,109529,108947,106880,106339,100997.0
