,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-5993,-6096,-6083,-6474,-9213,-5779,-15640,-11643,2162,5464,6078,7490
Cash from Investing Activity,-171,-1671,-1032,2,-675,-2118,1549,-3587,160,-2025,-5087,-1634
Cash from Financing Activity,6111,7947,7602,6552,9426,7952,14678,16008,1451,-2091,-3023,-1664
Net Cash Flow,-53,180,487,81,-461,55,587,777,3772,1349,-2032,4193
