,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,6.55,6.68,6.65,2.19,65.81,35.44,9.95,9.7
Public,93.45,93.32,93.35,97.81,34.19,64.56,90.05,90.31
No. of Shareholders,4643.0,4618.0,4623.0,4639.0,5861.0,9620.0,7761.0,7393.0
