,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.27,21.44,21.44
Reserves,-1.6,0.67,-0.8200000000000001
Borrowings,0.0,0.0,0.0
Other Liabilities,2.44,2.48,0.24
Total Liabilities,11.11,24.59,20.86
Fixed Assets,0.03,0.11,10.66
CWIP,0.45,2.0,2.14
Investments,0.0,3.31,3.51
Other Assets,10.63,19.17,4.55
Total Assets,11.11,24.59,20.86
