,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,70,-42,-59,38,90,-12,143
Cash from Investing Activity,-13,-18,-27,-42,-16,-7,-15
Cash from Financing Activity,-61,62,84,4,-72,16,-127
Net Cash Flow,-3,2,-1,0,2,-3,0
