,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,139.0,159,157,187,229,195,148
Inventory Days,89.0,71,101,89,101,79,61
Days Payable,95.0,114,96,106,124,118,63
Cash Conversion Cycle,133.0,116,162,169,206,155,146
Working Capital Days,134.0,125,163,163,215,171,149
ROCE %,,12,17,14,9,9,12
