,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.53,73.53,73.53,73.53,73.53,0.0,73.53
Public,26.47,26.47,26.47,26.47,26.47,99.99,26.47
No. of Shareholders,164.0,112.0,84.0,84.0,71.0,69.0,68.0
