,2020-03-01,2021-03-01,2023-03-01
Sales,28.6,48.84,77.48
Expenses,26.73,47.38,70.17
Operating Profit,1.87,1.46,7.31
OPM %,6.54,2.99,9.43
Other Income,0.22,0.11,0.93
Interest,0.33,1.03,2.04
Depreciation,1.4,2.59,2.28
Profit before tax,0.36,-2.05,3.92
Tax %,75.0,-15.12,41.84
Net Profit,0.09,-2.37,2.29
EPS in Rs,0.39,-10.3,2.84
