,2020-03-01,2021-03-01,2023-03-01,2023-09-01
Equity Capital,2.3,2.3,8.05,11.05
Reserves,0.76,0.19,11.41,31.68
Borrowings,13.44,17.13,22.04,21.02
Other Liabilities,13.89,15.08,32.14,35.41
Total Liabilities,30.39,34.7,73.64,99.16
Fixed Assets,15.99,16.56,25.92,34.8
CWIP,0.0,0.0,0.04,1.6
Investments,0.16,0.3,0.0,0.0
Other Assets,14.24,17.84,47.68,62.76
Total Assets,30.39,34.7,73.64,99.16
