,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,8,14,12,30,6,29
Cash from Investing Activity,-4,-6,-7,-11,-63,-92
Cash from Financing Activity,-5,-9,3,-11,108,26
Net Cash Flow,-1,0,8,7,51,-37
