,2020-06-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,44.0,48.0,52.0,55.0,57.0,66.0,73.0,78.0,82.0,69.0,72.0,85.0,99.0
Expenses,35.0,40.0,40.0,43.0,44.0,53.0,58.0,62.0,66.0,55.0,60.0,68.0,78.0
Operating Profit,9.0,9.0,11.0,12.0,14.0,13.0,15.0,16.0,16.0,14.0,12.0,16.0,21.0
OPM %,20.0,18.0,22.0,22.0,24.0,19.0,20.0,21.0,20.0,20.0,17.0,19.0,22.0
Other Income,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
Depreciation,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
Profit before tax,9.0,9.0,11.0,12.0,13.0,12.0,15.0,17.0,15.0,12.0,10.0,15.0,18.0
Tax %,33.0,16.0,19.0,22.0,23.0,22.0,23.0,23.0,11.0,20.0,29.0,26.0,17.0
Net Profit,6.0,7.0,9.0,9.0,10.0,10.0,12.0,13.0,14.0,10.0,7.0,11.0,15.0
EPS in Rs,0.79,0.93,1.19,1.17,0.43,0.31,0.38,0.42,0.44,0.32,0.24,0.35,0.49
