,2022-03-01,2023-03-01,2023-10-01
Promoters,48.48,48.49,46.08
FIIs,0.23,0.09,2.46
DIIs,2.92,0.0,0.0
Public,48.37,51.43,51.46
No. of Shareholders,98638.0,86576.0,79710.0
