,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.0,2.0,0,16,17
Reserves,,,8,43,77
Borrowings,,,8,24,23
Other Liabilities,,,15,28,39
Total Liabilities,,,31,112,156
Fixed Assets,,,9,24,31
CWIP,,,2,11,26
Investments,,,0,0,4
Other Assets,,,20,77,96
Total Assets,,,31,112,156
