,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,193.0,45
Inventory Days,,,369.0,99
Days Payable,,,359.0,60
Cash Conversion Cycle,,,204.0,84
Working Capital Days,,,84.0,87
ROCE %,,,,23
