,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-457,-940,-1523,-157,-277,-1123
Cash from Investing Activity,10,14,-132,102,-384,162
Cash from Financing Activity,393,1010,1725,1033,7,1688
Net Cash Flow,-53,84,70,977,-654,727
